rate,pickT,dayInWeek,Pcount,tripDist,PickZone,DropZone,freezing,rain,snow,hour0,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24,hour25,hour26,hour27,hour28,hour29,hour30,hour31,hour32,hour33,hour34,hour35,hour36,hour37,hour38,hour39,hour40,hour41,hour42,hour43,hour44,hour45,hour46,hour47,Pzone0,Pzone1,Pzone2,Pzone3,Pzone4,Pzone5,Pzone6,Dzone0,Dzone1,Dzone2,Dzone3,Dzone4,Dzone5,Dzone6,WD0,WD1,rate1,rate2,rate6,PCount1,PCount2,PCount3,PCount4,PCount5,PCount6,avgSpeeds
1.1863194595120345,26.710952662411994,0.38508645263622554,2.0421459407288807,2.5248716116626229,1.7442378625885662,1.8048250372221433,0.10801155195762287,0.045478351302213879,0.000697307286561871,0.025353703883822021,0.021662913278017611,0.016412907666639234,0.012886717493285051,0.011233231330944133,0.010308476174087403,0.0079973364657294418,0.0079322444765332154,0.0064321359898845548,0.0055425454708694644,0.0042190083572128658,0.0043551778058762355,0.0069177072656127249,0.012113095460768983,0.019103376553416582,0.025711335732509333,0.029187397592344583,0.031285304922301117,0.027777071159759685,0.027616959830012645,0.027717964640834373,0.024449149689129639,0.024678093926992228,0.022704385105157231,0.023005903170054694,0.024879355364851821,0.023405433310638424,0.02422020545126705,0.022090874402388203,0.021822276423980786,0.020414194542747479,0.019198395893967393,0.020383519007609031,0.017214212499158294,0.018373897364148531,0.021203528434724707,0.025867706143337048,0.027960376186806527,0.030676283322235275,0.029233036803160327,0.027768841138137171,0.026374226565013429,0.025860972489282267,0.026058493008222539,0.027846652251659096,0.026388442056906859,0.028789363819328579,0.027365570078634115,0.26993124191026285,0.17290452426734104,0.22613705230552833,0.28528472133894972,0.00046237757842836514,0.010324936217332426,0.034955146382157312,0.281678475500722,0.15485907958430908,0.21036533814166111,0.28660900663639016,0.0051834172546144234,0.019153504866935515,0.042151178015367698,0.61491354736377446,0.38508645263622554,0.96229378184457226,0.00055290781627598999,0.037153310339151709,0.62988171214377098,0.13118878921418256,0.045809796718465925,0.021297799591491653,0.10366535235715302,0.068156549974935837,735.07316711635906
